Customer_id,Name,Age,Spending_score,Purchased_item,Email_id,label
4,ZBPAOTTLQR,52,46,Paintings,2l3GxOfVIM@hotmail.com,1
6,GDHHEK,15,62,Paintings,YsZiqVoFtp@gmail.com,1
7,UYQCCKXXXL,52,43,Paintings,QjpDenj7Ur@gmail.com,1
8,PZCQZIDHII,22,31,Paintings,gxLVDEhq0p@outlook.com,1
22,BTOFLIFH,33,64,Paintings,tMLAl1DZCf@outlook.com,1
28,RMNMF,23,24,Paintings,TzXkO6ITNQ@hotmail.com,1
30,KKRABA,63,50,Paintings,MMQGryaoSC@hotmail.com,1
36,ASFIY,63,32,Paintings,8m8Z13kuEk@hotmail.com,1
41,QYRYOIMIN,69,70,Paintings,oPmrg1g81q@outlook.com,1
46,YNQUOBEGAL,38,7,Paintings,eOG6QYmdei@outlook.com,1
48,CPHLJVTRQD,23,31,Paintings,jjRxSkZoX2@yahoo.com,1
51,ESEHTXTQMC,35,71,Paintings,Be9QMSHplF@gmail.com,1
52,PKBEML,35,21,Paintings,DskOj0WBym@gmail.com,1
55,PNFHZFP,68,80,Paintings,wOgKF6WYEW@yahoo.com,1
61,EWNGHOXGJB,23,8,Paintings,18aNNipOIq@gmail.com,1
62,FXZBDM,32,57,Paintings,jRdnizWjET@outlook.com,1
66,YGIUTBP,42,25,Paintings,qRXlXh4an7@gmail.com,1
76,QEKBIZGAWD,79,37,Paintings,XLdQPUZ1kT@yahoo.com,1
77,JNXNRUUFJ,49,79,Paintings,FycGpG8vVV@hotmail.com,1
78,TZYGVO,34,55,Paintings,QHYVn52lNH@gmail.com,1
80,PCYUBFYK,40,42,Paintings,UzS3H0J5Br@hotmail.com,1
81,SJPDY,50,32,Paintings,nOS8q6m8dQ@hotmail.com,1
88,EPNFTVA,58,53,Paintings,2rhULhRf6j@hotmail.com,1
97,SNBULKJHW,25,25,Paintings,YRG4xia0qk@hotmail.com,1
98,Chitla,15,80,Paintings,chitlapravallika@gmail.com,1
102,TTEKERD,43,22,Paintings,Nn6A6sZUbA@hotmail.com,1
108,PCVBKCGHE,22,66,Paintings,tLVwJhlFua@outlook.com,1
121,FSITJHJ,75,60,Paintings,kOdEG4Tdh1@hotmail.com,1
123,GGEERTB,69,5,Paintings,CuGbXEhAWP@hotmail.com,1
124,XGDPZCUV,30,30,Paintings,TxVAlfvAIY@gmail.com,1
129,XBXRWGS,35,62,Paintings,bAbGN28KX3@outlook.com,1
131,GJABCDERJ,49,14,Paintings,z2jCJYq6CO@hotmail.com,1
132,SCPHNLBPVA,33,83,Paintings,BOPkF6WtDE@outlook.com,1
139,PZJRHKUVNV,61,30,Paintings,kyXd29m6vU@outlook.com,1
140,TCBYHRCOO,39,67,Paintings,TQvnjLNRxJ@yahoo.com,1
143,FGLOLEUT,55,28,Paintings,LfQYdW4O1l@yahoo.com,1
145,LCRRFPTKKK,58,90,Paintings,xUJI3YTXiE@gmail.com,1
151,BNWKATNXOQ,60,14,Paintings,Ac88UXV3aC@gmail.com,1
152,YXFSO,26,51,Paintings,x8XTdWryPN@outlook.com,1
157,ZOAQKP,52,41,Paintings,9I4xJP4jyn@gmail.com,1
164,SFULWK,41,52,Paintings,4lWR3E4qh1@gmail.com,1
181,CAFNPH,20,13,Paintings,qVAbWxx8XW@yahoo.com,1
184,TYNVKF,60,66,Paintings,DlwCm4hkjt@outlook.com,1
185,WJMZP,35,46,Paintings,ATgzM6hJGh@gmail.com,1
186,AHDHF,76,63,Paintings,I9Htr3Wzj3@yahoo.com,1
195,IBLEPHLFO,36,61,Paintings,uC5Z5ek4Rz@outlook.com,1
196,IKEIFKL,58,20,Paintings,FIhNIjChNI@yahoo.com,1
197,YSZGR,32,81,Paintings,ZmHSZztgmt@hotmail.com,1
198,WAIXBDUK,48,58,Paintings,clSCBa3ksj@outlook.com,1
